Dataset,Drift Speed,Labeling Strategy,Imbalance,Label,Accuracy,Precision,Recall,F1,Specificity,GMean,H,N,lam,alpha,beta,gamma
AGRAWAL1,abrupt,uniform,1,50,0.9412220611030551,0.01323448955027895,0.06249999999999965,0.02217923754840795,0.9501489974241124,0.2434629852559522,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL1,abrupt,uniform,1,100,0.9349967498374919,0.01103500761035005,0.06249999999999965,0.018641409266146748,0.9439365624526492,0.2425578203378497,93.0,5.0,0.0027030943492653,0.003710593153191,0.7339607179596656,0.6925483640462139
AGRAWAL1,abrupt,uniform,10,5,0.7857142857142857,0.11385089496791614,0.1687499999999999,0.13550282366344218,0.8539363297960998,0.37986552988826006,77.0,40.0,0.0407727938854004,0.0013930827699614,0.9247581312399284,1.5290440543531054
AGRAWAL1,abrupt,uniform,10,10,0.804715235761788,0.1239191443780353,0.1597499999999999,0.13937893509332083,0.8756875381965665,0.3739280631960885,67.0,34.0,0.0039306460121686,0.0010511635889427,0.8201894649339257,0.8433353628094427
AGRAWAL1,abrupt,uniform,10,20,0.7634881744087205,0.1165510040391981,0.2074999999999999,0.14964735777649552,0.8252402911272849,0.4148580464663729,71.0,19.0,0.0024134032288292,0.003950269493046,0.4281134391430644,0.1230350125917996
AGRAWAL1,abrupt,uniform,10,50,0.9077953897694884,0.6051013709443558,0.228557028514257,0.3316630028763222,0.9829990555030836,0.4741087989244833,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,abrupt,uniform,10,100,0.9282714135706787,0.7416520650813512,0.42885717858929445,0.5451085366821832,0.9831379521084507,0.6495717295154291,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,abrupt,uniform,30,5,0.6052802640132007,0.3534974564676209,0.37549999999999994,0.36630459134620197,0.7017644117436959,0.5165841334970249,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL1,abrupt,uniform,30,10,0.6291314565728287,0.3679751487190092,0.3201100044451852,0.3442031251330617,0.765206019817742,0.49577487875136994,20.0,35.0,0.0230641358567686,0.0022506218935652,0.2689385218184528,0.5205385832926103
AGRAWAL1,abrupt,uniform,30,20,0.7828391419570979,0.7143240898969498,0.46383333333333326,0.5613500744306936,0.9216015429673547,0.6532646230211576,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,abrupt,uniform,30,50,0.8112905645282265,0.7287196116808259,0.5953333333333333,0.6522597279850976,0.9045288949210657,0.7319298967989285,79.0,47.0,0.6171273120029617,0.0012116475782585,0.4787499870929471,1.2182971153095623
AGRAWAL1,abrupt,uniform,30,100,0.8692684634231711,0.8201601253659965,0.7225833333333331,0.7689998425764115,0.9323165940424314,0.8214719305820225,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,abrupt,uniform,50,5,0.6023551177558878,0.6079881702932215,0.5838293429342933,0.5944641792307976,0.6228499999999999,0.6018965021220212,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL1,abrupt,uniform,50,10,0.6518825941297064,0.659102689946618,0.6309315381538152,0.6428797398323638,0.6720836533653365,0.6508211282932385,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,abrupt,uniform,50,20,0.7542377118855943,0.7586367743899549,0.7483,0.7534145971051444,0.7615761576157614,0.7541401006573767,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,abrupt,uniform,50,50,0.8009400470023501,0.8042515820078113,0.7977898939893988,0.8003805448685661,0.8054902690269026,0.8009295341675601,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,abrupt,uniform,50,100,0.8528926446322316,0.8532552960002288,0.8532353235323531,0.8529318572651343,0.8533426692669266,0.8528925386906472,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL1,gradual,nonuniform,1,5,0.9613730686534327,0.0094752838115669,0.027499999999999802,0.013470591699738549,0.9707055911914741,0.16242433796735556,85.0,12.0,0.3037830537411999,0.0011406341876119,1.9261373496615832,1.58698961111526
AGRAWAL1,gradual,nonuniform,1,10,0.939921996099805,0.0101869170851696,0.057499999999999704,0.0167288557210903,0.9487347845850801,0.23275202974753656,86.0,6.0,0.3208042704779914,0.0049925107714598,1.1515482249562337,0.2125644708990385
AGRAWAL1,gradual,nonuniform,1,20,0.9516725836291815,0.0098716150609558,0.0374999999999998,0.01579200753635835,0.9609323703217334,0.19001719307714235,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL1,gradual,nonuniform,1,50,0.9355217760888045,0.0127270764164439,0.07249999999999959,0.02192668482189715,0.9442396080610131,0.2616040875903038,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL1,gradual,nonuniform,1,100,0.9375468773438672,0.011960793560963301,0.0649999999999996,0.0203159016688296,0.9463104197181675,0.2480984553634114,93.0,5.0,0.0027030943492653,0.003710593153191,0.7339607179596656,0.6925483640462139
AGRAWAL1,gradual,nonuniform,10,5,0.7885394269713486,0.11325994305011139,0.1602499999999999,0.13184990115051115,0.8586588143785766,0.3707697277154186,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL1,gradual,nonuniform,10,10,0.800490024501225,0.1152228926287107,0.1472499999999999,0.12872901594654973,0.8721317850991721,0.358745595598507,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL1,gradual,nonuniform,10,20,0.8009650482524127,0.12250401730638766,0.1594999999999999,0.1400297019113649,0.8719928884938053,0.3715926633611214,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL1,gradual,nonuniform,10,50,0.9066953347667384,0.5919863665187055,0.2134999999999999,0.3141907402556714,0.9839435524195788,0.4582831050181648,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,gradual,nonuniform,10,100,0.9273213660683034,0.736913297208705,0.42674999999999985,0.5403030056682494,0.9832212900716708,0.6478051742790325,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,gradual,nonuniform,30,5,0.6090554527726386,0.35075570084105734,0.3624166666666666,0.35728807127173906,0.7139081362954496,0.5087476763631227,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL1,gradual,nonuniform,30,10,0.648482424121206,0.3980779233225879,0.33458333333333323,0.3625760165305033,0.7843417386956211,0.5110424662888314,58.0,46.0,0.0033146684520526,0.0013833648396252,0.4283717831400049,1.2076268532060033
AGRAWAL1,gradual,nonuniform,30,20,0.7703635181759088,0.6731508144734453,0.46558333333333324,0.5516666374552373,0.9042788770626472,0.6485263982522662,79.0,47.0,0.6171273120029617,0.0012116475782585,0.4787499870929471,1.2182971153095623
AGRAWAL1,gradual,nonuniform,30,50,0.8294414720736036,0.7559986727096377,0.6358333333333333,0.6919703663657832,0.9116365454675333,0.7627597422100889,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,gradual,nonuniform,30,100,0.8668683434171709,0.8202709315052576,0.7142499999999998,0.7624695710760608,0.9328880634331023,0.816044617872276,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL1,gradual,nonuniform,50,5,0.6031801590079504,0.6030713755261109,0.6076803380338033,0.6053150963650183,0.5904295279527951,0.6025908276081094,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL1,gradual,nonuniform,50,10,0.6328316415820792,0.6282925411449903,0.6362816731673167,0.6312800154039026,0.6261812381238123,0.6318359399044837,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL1,gradual,nonuniform,50,20,0.7509875493774689,0.7521109160300515,0.7463873287328732,0.7499863534054314,0.751125112511251,0.7509468954082841,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,gradual,nonuniform,50,50,0.8046402320116006,0.806711616004055,0.8000399989998999,0.8033964840411452,0.8089308930893089,0.8046049082079805,74.0,40.0,0.3897139595973644,0.0089853832811235,0.7130898374013127,0.1577911371886255
AGRAWAL1,gradual,nonuniform,50,100,0.8521426071303565,0.8529499017025373,0.8520425942594259,0.8522543024823153,0.8529352935293528,0.8521410823201596,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL1,gradual,uniform,1,5,0.9266213310665534,0.00860625990608655,0.0549999999999997,0.0146847944449725,0.9353250164149705,0.2264332859816233,52.0,12.0,0.6897165635868227,0.0010634304002277,1.8158377856446783,1.2358251862642864
AGRAWAL1,gradual,uniform,1,10,0.9372468623431172,0.01152285718113795,0.0649999999999996,0.0198474265478076,0.9460326279105006,0.24791314216315324,85.0,12.0,0.3037830537411999,0.0011406341876119,1.9261373496615832,1.58698961111526
AGRAWAL1,gradual,uniform,1,20,0.9344717235861792,0.01246057863704915,0.07249999999999959,0.020932786890017048,0.943103187029648,0.26117835160714054,64.0,6.0,0.1288509419684017,0.0017027948362089,1.06699692659737,0.2807961568212469
AGRAWAL1,gradual,uniform,1,50,0.9320466023301166,0.0137888161984547,0.0799999999999996,0.0240115988229418,0.9406030607606444,0.27466713725220293,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL1,gradual,uniform,1,100,0.935646782339117,0.0119739240069387,0.0674999999999996,0.0204491496316807,0.9445426536693772,0.25251681224553335,93.0,5.0,0.0027030943492653,0.003710593153191,0.7339607179596656,0.6925483640462139
AGRAWAL1,gradual,uniform,10,5,0.7767138356917846,0.10937465414995565,0.1677499999999999,0.12818287835316056,0.8448247124840269,0.37600985648542956,77.0,40.0,0.0407727938854004,0.0013930827699614,0.9247581312399284,1.5290440543531054
AGRAWAL1,gradual,uniform,10,10,0.8035401770088504,0.12415622338846895,0.1572499999999999,0.13994981289930797,0.8756319795544196,0.3714213411270767,67.0,34.0,0.0039306460121686,0.0010511635889427,0.8201894649339257,0.8433353628094427
AGRAWAL1,gradual,uniform,10,20,0.7680134006700334,0.1177700834134051,0.2047499999999999,0.14939105331784686,0.8305739207733763,0.41256822397578347,71.0,19.0,0.0024134032288292,0.003950269493046,0.4281134391430644,0.1230350125917996
AGRAWAL1,gradual,uniform,10,50,0.9075953797689885,0.6045651476251596,0.2272499999999999,0.32907152724918076,0.9829990555030836,0.47262384768743637,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,gradual,uniform,10,100,0.9275213760688035,0.7383151852084067,0.4276071785892944,0.5418553105174684,0.9834162036779821,0.6485027108496411,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,gradual,uniform,30,5,0.6013550677533877,0.3514566975174096,0.3881990192809912,0.3696356993569781,0.6908460961497249,0.5193636552525445,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL1,gradual,uniform,30,10,0.6319315965798289,0.3685215199875448,0.31174999999999997,0.33806084305369455,0.7689561040074291,0.49000630954140656,20.0,35.0,0.0230641358567686,0.0022506218935652,0.2689385218184528,0.5205385832926103
AGRAWAL1,gradual,uniform,30,20,0.783189159457973,0.7154988353414786,0.4578333333333332,0.5596906664075176,0.9214943924566039,0.6498661366958884,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,gradual,uniform,30,50,0.8134406720336016,0.7301648037389487,0.5964999999999999,0.6558984677615125,0.9046003285948996,0.7339522886349703,79.0,47.0,0.6171273120029617,0.0012116475782585,0.4787499870929471,1.2182971153095623
AGRAWAL1,gradual,uniform,30,100,0.8697934896744837,0.8202932942879901,0.7245833333333332,0.7693533788963316,0.932066576184013,0.821737836519647,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,gradual,uniform,50,5,0.6030051502575129,0.6079881702932215,0.5791789328932893,0.592674462591951,0.6254,0.6013131232359328,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL1,gradual,uniform,50,10,0.652407620381019,0.6550862187694473,0.6244999999999998,0.6426160805322798,0.6734336233623361,0.6511407262735103,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,gradual,uniform,50,20,0.7546377318865943,0.7567623106313675,0.7518999999999999,0.7553087655416999,0.7583999999999999,0.7546298260611088,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,gradual,uniform,50,50,0.8004650232511625,0.8049311170776472,0.7967898239823981,0.7995984821171812,0.8060999999999998,0.8004277003263627,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL1,gradual,uniform,50,100,0.8534176708835441,0.8535129066573668,0.8530353035303528,0.8529408169808093,0.8534999999999998,0.8534081322523577,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL2,abrupt,nonuniform,1,5,0.9662694278928288,0.0094251460409056,0.0249999999999998,0.0134403720939026,0.9758196893808662,0.15651527887911854,85.0,12.0,0.3037830537411999,0.0011406341876119,1.9261373496615832,1.58698961111526
AGRAWAL2,abrupt,nonuniform,1,10,0.9324346847785324,0.009332512345909299,0.0541666666666664,0.01565851565824705,0.9414116755755713,0.22649200741173045,86.0,6.0,0.3208042704779914,0.0049925107714598,1.1515482249562337,0.2125644708990385
AGRAWAL2,abrupt,nonuniform,1,20,0.9524355181465893,0.0123647695202257,0.0416666666666664,0.019486436598659097,0.9616355907235155,0.2009572014216374,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL2,abrupt,nonuniform,1,50,0.9357889912079671,0.011439895336309,0.0666666666666663,0.0197613882860995,0.9446315080601035,0.2508536512540668,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL2,abrupt,nonuniform,1,100,0.9346222759281636,0.01184294314036375,0.06874999999999964,0.02020396411376945,0.9433056946841198,0.2544614296108836,93.0,5.0,0.0027030943492653,0.003710593153191,0.7339607179596656,0.6925483640462139
AGRAWAL2,abrupt,nonuniform,10,5,0.7944706029417893,0.1116648534072835,0.15124999999999988,0.1283959951991015,0.8660817630445854,0.3618488665600833,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL2,abrupt,nonuniform,10,10,0.8007416975707321,0.11321966402843775,0.14291666666666655,0.1254528194413162,0.8741145423399231,0.35326697274374924,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL2,abrupt,nonuniform,10,20,0.8055960665027709,0.12381497171102729,0.15291666666666653,0.13603202201935943,0.8777952682994583,0.36640065600026384,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL2,abrupt,nonuniform,10,50,0.9113088045335223,0.6515665436706489,0.2408333333333332,0.3527263217278994,0.9855780360201861,0.4874122084154186,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL2,abrupt,nonuniform,10,100,0.9286636943205966,0.7468608175258837,0.43270833333333314,0.546764629407136,0.9838186953099681,0.6525079417550517,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL2,abrupt,nonuniform,30,5,0.6049835409808741,0.3461516707041341,0.35895833333333327,0.35203604135736255,0.708107625453896,0.5042417077949057,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL2,abrupt,nonuniform,30,10,0.6476728197008208,0.395563437935272,0.33562499999999995,0.3613185238502282,0.7813560330972081,0.5102809164141573,58.0,46.0,0.0033146684520526,0.0013833648396252,0.4283717831400049,1.2076268532060033
AGRAWAL2,abrupt,nonuniform,30,20,0.7934288928705363,0.7283839334736604,0.4972916666666666,0.5898220531369325,0.920144056193821,0.6762463948521424,79.0,47.0,0.6171273120029617,0.0012116475782585,0.4787499870929471,1.2182971153095623
AGRAWAL2,abrupt,nonuniform,30,50,0.8402225092712197,0.7765657899562137,0.6566666666666666,0.7113446719855089,0.9183879992856718,0.7768532808479762,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL2,abrupt,nonuniform,30,100,0.8734947289470394,0.8252128429475387,0.7324305555555555,0.7768693441328409,0.9334484195487827,0.8272318611406863,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL2,abrupt,nonuniform,50,5,0.5980040835034792,0.5982756431860194,0.5979583333333333,0.5973021967422567,0.5938164326193849,0.5973041480042667,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL2,abrupt,nonuniform,50,10,0.6374223925996917,0.6387266610530249,0.6379432591604854,0.6337454036226209,0.6408183563908103,0.6369905534873723,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL2,abrupt,nonuniform,50,20,0.7664486020250845,0.7641068841878418,0.7672083333333333,0.7667381881938322,0.7632719393282772,0.7664311950438267,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL2,abrupt,nonuniform,50,50,0.8085336889037043,0.8066995976144793,0.8124088604605939,0.8091171231850762,0.8045253771147595,0.8085273779640825,74.0,40.0,0.3897139595973644,0.0089853832811235,0.7130898374013127,0.1577911371886255
AGRAWAL2,abrupt,nonuniform,50,100,0.8623692653860577,0.8569373899282777,0.8700308359029918,0.8633812277667157,0.8547795649637469,0.8623422846468223,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL2,abrupt,uniform,1,5,0.9237259885828576,0.01027028214819365,0.0666666666666663,0.0178274363747018,0.932404562481586,0.25033892676824354,52.0,12.0,0.6897165635868227,0.0010634304002277,1.8158377856446783,1.2358251862642864
AGRAWAL2,abrupt,uniform,1,10,0.9303720988374515,0.0120398232588288,0.0666666666666663,0.02006981216238055,0.9391388526453135,0.2499884069650426,85.0,12.0,0.3037830537411999,0.0011406341876119,1.9261373496615832,1.58698961111526
AGRAWAL2,abrupt,uniform,1,20,0.9295178965790241,0.0119015027525665,0.0749999999999996,0.020194682768787303,0.9380445304937077,0.2636656666981124,64.0,6.0,0.1288509419684017,0.0017027948362089,1.06699692659737,0.2807961568212469
AGRAWAL2,abrupt,uniform,1,50,0.9288512021334222,0.012069186221021499,0.0749999999999996,0.02074042658815365,0.9375605033881897,0.26584212452481537,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL2,abrupt,uniform,1,100,0.9341222550939624,0.01145411999983605,0.0666666666666663,0.01954832913989185,0.9428848015488867,0.2505797549895301,93.0,5.0,0.0027030943492653,0.003710593153191,0.7339607179596656,0.6925483640462139
AGRAWAL2,abrupt,uniform,10,5,0.7825951081295054,0.11023577057393075,0.16437499999999988,0.128135060258789,0.8505717857308208,0.37496522306684504,77.0,40.0,0.0407727938854004,0.0013930827699614,0.9247581312399284,1.5290440543531054
AGRAWAL2,abrupt,uniform,10,10,0.8056794033084711,0.12062045696782439,0.1537499999999999,0.13541275642582778,0.8777258206398444,0.36801975672470266,67.0,34.0,0.0039306460121686,0.0010511635889427,0.8201894649339257,0.8433353628094427
AGRAWAL2,abrupt,uniform,10,20,0.76840701695904,0.11628932525224206,0.1987499999999999,0.14677028557199326,0.8314505301171351,0.4060900952940454,71.0,19.0,0.0024134032288292,0.003950269493046,0.4281134391430644,0.1230350125917996
AGRAWAL2,abrupt,uniform,10,50,0.9096212342180924,0.6306176128988172,0.2283333333333332,0.338064453974114,0.985091902402889,0.47480736522783606,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL2,abrupt,uniform,10,100,0.9287261969248719,0.7509839637790368,0.4320833333333331,0.5481904906487463,0.9840733367285522,0.6517680505050625,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL2,abrupt,uniform,30,5,0.6025042710112921,0.3479927339318335,0.3717619152351407,0.361088770008989,0.6987915947377821,0.5118673114091566,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL2,abrupt,uniform,30,10,0.6285053543897663,0.3591340978212776,0.31347222222222215,0.33538422823466396,0.7634751165035334,0.4889764505921639,20.0,35.0,0.0230641358567686,0.0022506218935652,0.2689385218184528,0.5205385832926103
AGRAWAL2,abrupt,uniform,30,20,0.7892828867869495,0.7330634808963182,0.4750694444444444,0.574727611860417,0.92666230132746,0.662740127773052,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL2,abrupt,uniform,30,50,0.8225759406641944,0.7490001398096708,0.6102083333333332,0.674603288097408,0.9118399904756236,0.7470485504294331,79.0,47.0,0.6171273120029617,0.0012116475782585,0.4787499870929471,1.2182971153095623
AGRAWAL2,abrupt,uniform,30,100,0.8757239884995208,0.8302345423792519,0.7351388888888888,0.7800393936730945,0.9356211679266624,0.829168499965859,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
